tiempo,Salida,Entrada
7.80,0.0198,0.0
7.90,0.0124,0.0
8.00,0.1670,0.0
8.10,-0.0726,0.0
8.20,-0.0099,0.0
8.30,-0.0698,0.0
8.40,-0.1076,0.0
8.50,-0.1526,0.0
8.60,-0.1260,0.0
8.70,-0.1941,0.0
8.80,0.0990,0.0
8.90,0.0190,0.0
9.00,0.0410,0.0
9.10,0.1809,0.0
9.20,0.0706,0.0
9.30,0.0863,0.0
9.40,-0.0369,0.0
9.50,0.0329,0.0
9.60,-0.0476,0.0
9.70,0.0628,0.0
9.80,0.1361,0.0
9.90,-0.0253,0.0
10.00,0.0254,10.0
10.10,0.1624,10.0
10.20,-0.0905,10.0
10.30,0.0191,10.0
10.40,-0.0052,10.0
10.50,0.0390,10.0
10.60,-0.1360,10.0
10.70,0.1093,10.0
10.80,-0.1643,10.0
10.90,0.0278,10.0
11.00,0.0265,10.0
11.10,0.2298,10.0
11.20,0.1018,10.0
11.30,-0.0562,10.0
11.40,-0.1376,10.0
11.50,0.2291,10.0
11.60,0.1985,10.0
11.70,0.0499,10.0
11.80,-0.0115,10.0
11.90,-0.0154,10.0
12.00,-0.0160,10.0
12.10,0.0908,10.0
12.20,0.0095,10.0
12.30,0.0016,10.0
12.40,0.0051,10.0
12.50,0.1664,10.0
12.60,-0.1103,10.0
12.70,-0.0585,10.0
12.80,-0.0458,10.0
12.90,-0.0679,10.0
13.00,0.0649,10.0
13.10,-0.1178,10.0
13.20,0.1222,10.0
13.30,-0.0868,10.0
13.40,0.1434,10.0
13.50,-0.0873,10.0
13.60,0.1562,10.0
13.70,-0.1130,10.0
13.80,-0.1189,10.0
13.90,0.0138,10.0
14.00,0.1218,10.0
14.10,0.1645,10.0
14.20,-0.0418,10.0
14.30,0.0042,10.0
14.40,0.1474,10.0
14.50,0.0270,10.0
14.60,0.1552,10.0
14.70,-0.1665,10.0
14.80,-0.0560,10.0
14.90,-0.0327,10.0
15.00,0.0379,10.0
15.10,-0.1309,10.0
15.20,0.1241,10.0
15.30,0.0659,10.0
15.40,-0.0612,10.0
15.50,0.1538,10.0
15.60,0.0263,10.0
15.70,-0.0006,10.0
15.80,-0.0263,10.0
15.90,-0.1206,10.0
16.00,0.0802,10.0
16.10,0.0745,10.0
16.20,-0.1761,10.0
16.30,0.0561,10.0
16.40,0.0490,10.0
16.50,0.1717,10.0
16.60,0.1049,10.0
16.70,-0.0689,10.0
16.80,0.1461,10.0
16.90,0.0572,10.0
17.00,0.0271,10.0
17.10,0.0837,10.0
17.20,0.0713,10.0
17.30,0.0687,10.0
17.40,0.1077,10.0
17.50,-0.0881,10.0
17.60,0.0694,10.0
17.70,-0.0192,10.0
17.80,0.1426,10.0
17.90,-0.0140,10.0
18.00,-0.1843,10.0
18.10,-0.1960,10.0
18.20,0.1578,10.0
18.30,0.1862,10.0
18.40,0.0082,10.0
18.50,-0.0571,10.0
18.60,0.1282,10.0
18.70,-0.1889,10.0
18.80,0.0435,10.0
18.90,-0.0252,10.0
19.00,0.1456,10.0
19.10,0.0151,10.0
19.20,0.1355,10.0
19.30,0.0175,10.0
19.40,-0.1484,10.0
19.50,-0.0615,10.0
19.60,0.1725,10.0
19.70,0.1197,10.0
19.80,-0.2025,10.0
19.90,0.1873,10.0
20.00,0.1003,10.0
20.10,-0.0822,10.0
20.20,-0.0139,10.0
20.30,-0.0317,10.0
20.40,-0.1649,10.0
20.50,0.2391,10.0
20.60,-0.0590,10.0
20.70,0.0634,10.0
20.80,0.0382,10.0
20.90,-0.1043,10.0
21.00,0.1330,10.0
21.10,-0.0131,10.0
21.20,-0.0828,10.0
21.30,-0.0305,10.0
21.40,0.0663,10.0
21.50,0.0982,10.0
21.60,-0.2745,10.0
21.70,0.1259,10.0
21.80,0.0586,10.0
21.90,0.0577,10.0
22.00,0.0159,10.0
22.10,-0.0276,10.0
22.20,-0.0151,10.0
22.30,0.0455,10.0
22.40,-0.0530,10.0
22.50,0.0479,10.0
22.60,-0.0578,10.0
22.70,0.0683,10.0
22.80,0.1715,10.0
22.90,-0.0518,10.0
23.00,-0.2036,10.0
23.10,0.2205,10.0
23.20,0.1098,10.0
23.30,-0.1904,10.0
23.40,0.0062,10.0
23.50,0.0775,10.0
23.60,0.0820,10.0
23.70,-0.0072,10.0
23.80,0.0581,10.0
23.90,0.0453,10.0
24.00,0.0380,10.0
24.10,0.0028,10.0
24.20,-0.1134,10.0
24.30,0.1591,10.0
24.40,0.0387,10.0
24.50,0.1454,10.0
24.60,-0.1084,10.0
24.70,-0.1062,10.0
24.80,0.2360,10.0
24.90,0.0144,10.0
25.00,-0.1708,10.0
25.10,-0.1091,10.0
25.20,0.0942,10.0
25.30,-0.0758,10.0
25.40,0.0186,10.0
25.50,-0.0918,10.0
25.60,-0.0695,10.0
25.70,-0.0666,10.0
25.80,-0.0334,10.0
25.90,-0.1147,10.0
26.00,-0.0891,10.0
26.10,-0.1530,10.0
26.20,-0.0230,10.0
26.30,-0.0208,10.0
26.40,0.0521,10.0
26.50,0.0206,10.0
26.60,-0.0662,10.0
26.70,0.0627,10.0
26.80,-0.2173,10.0
26.90,0.0618,10.0
27.00,-0.1158,10.0
27.10,0.0625,10.0
27.20,-0.0873,10.0
27.30,-0.0587,10.0
27.40,0.1080,10.0
27.50,-0.0749,10.0
27.60,0.1117,10.0
27.70,0.0007,10.0
27.80,0.0400,10.0
27.90,-0.1565,10.0
28.00,-0.0381,10.0
28.10,-0.1624,10.0
28.20,-0.2608,10.0
28.30,0.0031,10.0
28.40,0.0043,10.0
28.50,-0.0017,10.0
28.60,0.0491,10.0
28.70,0.0934,10.0
28.80,0.0496,10.0
28.90,0.1849,10.0
29.00,-0.0080,10.0
29.10,-0.0694,10.0
29.20,-0.0767,10.0
29.30,-0.1334,10.0
29.40,-0.0869,10.0
29.50,0.0356,10.0
29.60,0.0726,10.0
29.70,0.0726,10.0
29.80,0.0156,10.0
29.90,0.0186,10.0
30.00,0.0089,10.0
30.10,-0.0698,10.0
30.20,0.0569,10.0
30.30,0.1433,10.0
30.40,-0.0836,10.0
30.50,0.0411,10.0
30.60,-0.0728,10.0
30.70,0.0025,10.0
30.80,0.1258,10.0
30.90,-0.0855,10.0
31.00,0.0085,10.0
31.10,-0.2569,10.0
31.20,0.0231,10.0
31.30,0.2448,10.0
31.40,0.0849,10.0
31.50,-0.1235,10.0
31.60,-0.0730,10.0
31.70,0.0089,10.0
31.80,-0.1249,10.0
31.90,0.0908,10.0
32.00,-0.1483,10.0
32.10,-0.1452,10.0
32.20,-0.0217,10.0
32.30,-0.0223,10.0
32.40,-0.1073,10.0
32.50,-0.0967,10.0
32.60,0.0157,10.0
32.70,0.0923,10.0
32.80,-0.1475,10.0
32.90,-0.0285,10.0
33.00,0.0522,10.0
33.10,0.0697,10.0
33.20,-0.0106,10.0
33.30,0.0536,10.0
33.40,0.0277,10.0
33.50,-0.0451,10.0
33.60,0.0785,10.0
33.70,0.0047,10.0
33.80,0.0489,10.0
33.90,0.0578,10.0
34.00,0.1471,10.0
34.10,0.0659,10.0
34.20,-0.0173,10.0
34.30,-0.1394,10.0
34.40,-0.1912,10.0
34.50,0.0196,10.0
34.60,-0.0191,10.0
34.70,-0.0197,10.0
34.80,0.1294,10.0
34.90,-0.0533,10.0
35.00,-0.0873,10.0
35.10,-0.0322,10.0
35.20,0.0123,10.0
35.30,-0.0271,10.0
35.40,-0.0986,10.0
35.50,0.0038,10.0
35.60,0.2301,10.0
35.70,0.1016,10.0
35.80,-0.1427,10.0
35.90,0.0874,10.0
36.00,-0.0100,10.0
36.10,-0.0052,10.0
36.20,-0.0346,10.0
36.30,0.1650,10.0
36.40,-0.1694,10.0
36.50,0.0467,10.0
36.60,0.0329,10.0
36.70,-0.0095,10.0
36.80,-0.0576,10.0
36.90,0.2270,10.0
37.00,0.1969,10.0
37.10,-0.0045,10.0
37.20,0.1568,10.0
37.30,-0.0982,10.0
37.40,-0.0093,10.0
37.50,-0.1128,10.0
37.60,0.0413,10.0
37.70,0.1026,10.0
37.80,0.0767,10.0
37.90,0.1591,10.0
38.00,0.0291,10.0
38.10,0.0218,10.0
38.20,0.0587,10.0
38.30,-0.1229,10.0
38.40,0.0153,10.0
38.50,0.0798,10.0
38.60,0.0708,10.0
38.70,-0.0038,10.0
38.80,0.0041,10.0
38.90,-0.0636,10.0
39.00,-0.1306,10.0
39.10,-0.0963,10.0
39.20,-0.0283,10.0
39.30,0.0017,10.0
39.40,0.2407,10.0
39.50,0.0200,10.0
39.60,0.0143,10.0
39.70,-0.1305,10.0
39.80,-0.0824,10.0
39.90,0.1111,10.0
40.00,0.0961,10.0
40.10,0.0444,10.0
40.20,0.1241,10.0
40.30,-0.0550,10.0
40.40,-0.0360,10.0
40.50,0.1130,10.0
40.60,-0.0364,10.0
40.70,-0.0091,10.0
40.80,-0.1092,10.0
40.90,-0.1105,10.0
41.00,0.0835,10.0
41.10,0.0616,10.0
41.20,0.0421,10.0
41.30,-0.1484,10.0
41.40,-0.1211,10.0
41.50,-0.1035,10.0
41.60,-0.0549,10.0
41.70,0.0041,10.0
41.80,0.0312,10.0
41.90,0.0212,10.0
42.00,0.0281,10.0
42.10,0.0143,10.0
42.20,-0.1124,10.0
42.30,0.0463,10.0
42.40,0.1001,10.0
42.50,-0.2023,10.0
42.60,-0.0479,10.0
42.70,-0.0709,10.0
42.80,0.0733,10.0
42.90,-0.0879,10.0
43.00,0.1774,10.0
43.10,0.0531,10.0
43.20,0.1921,10.0
43.30,0.0776,10.0
43.40,0.0577,10.0
43.50,0.0692,10.0
43.60,-0.0063,10.0
43.70,0.0167,10.0
43.80,0.1588,10.0
43.90,0.0607,10.0
44.00,0.1231,10.0
44.10,-0.0495,10.0
44.20,0.0737,10.0
44.30,0.0303,10.0
44.40,-0.0162,10.0
44.50,-0.0146,10.0
44.60,-0.0688,10.0
44.70,-0.0792,10.0
44.80,-0.2788,10.0
44.90,-0.0438,10.0
45.00,-0.0525,10.0
45.10,0.2060,10.0
45.20,0.0810,10.0
45.30,-0.0901,10.0
45.40,-0.0737,10.0
45.50,0.1329,10.0
45.60,-0.1884,10.0
45.70,0.0149,10.0
45.80,0.1073,10.0
45.90,0.1021,10.0
46.00,-0.1270,10.0
46.10,0.0549,10.0
46.20,0.0888,10.0
46.30,-0.0669,10.0
46.40,0.0401,10.0
46.50,0.0420,10.0
46.60,-0.0036,10.0
46.70,-0.1318,10.0
46.80,0.0624,10.0
46.90,0.0074,10.0
47.00,0.1721,10.0
47.10,0.0298,10.0
47.20,-0.1892,10.0
47.30,0.0111,10.0
47.40,-0.0137,10.0
47.50,-0.0705,10.0
47.60,0.0841,10.0
47.70,-0.0419,10.0
47.80,-0.0295,10.0
47.90,-0.0324,10.0
48.00,-0.0897,10.0
48.10,-0.1247,10.0
48.20,0.1538,10.0
48.30,0.0281,10.0
48.40,-0.1254,10.0
48.50,-0.0698,10.0
48.60,0.0686,10.0
48.70,0.0611,10.0
48.80,0.0584,10.0
48.90,-0.0553,10.0
49.00,-0.0761,10.0
49.10,-0.1497,10.0
49.20,0.0460,10.0
49.30,-0.1488,10.0
49.40,-0.1900,10.0
49.50,-0.0137,10.0
49.60,0.0865,10.0
49.70,0.0489,10.0
49.80,-0.0083,10.0
49.90,-0.2552,10.0
50.00,-0.0523,10.0
50.10,-0.1123,10.0
50.20,-0.1797,10.0
50.30,0.1815,10.0
50.40,-0.0501,10.0
50.50,0.1524,10.0
50.60,-0.0180,10.0
50.70,0.0799,10.0
50.80,-0.0412,10.0
50.90,-0.0820,10.0
51.00,0.1221,10.0
51.10,0.0823,10.0
51.20,0.0684,10.0
51.30,0.0467,10.0
51.40,0.0165,10.0
51.50,0.0936,10.0
51.60,0.0659,10.0
51.70,-0.0510,10.0
51.80,0.0328,10.0
51.90,-0.0174,10.0
52.00,0.1247,10.0
52.10,-0.0985,10.0
52.20,0.0703,10.0
52.30,0.0735,10.0
52.40,0.0183,10.0
52.50,-0.0337,10.0
52.60,-0.3458,10.0
52.70,0.1333,10.0
52.80,-0.0848,10.0
52.90,-0.0432,10.0
53.00,0.0849,10.0
53.10,-0.1050,10.0
53.20,-0.0558,10.0
53.30,-0.0505,10.0
53.40,-0.0742,10.0
53.50,-0.0991,10.0
53.60,-0.1239,10.0
53.70,-0.0049,10.0
53.80,-0.1008,10.0
53.90,0.0380,10.0
54.00,-0.1145,10.0
54.10,-0.0297,10.0
54.20,0.0080,10.0
54.30,0.0023,10.0
54.40,0.1904,10.0
54.50,0.0551,10.0
54.60,0.1783,10.0
54.70,0.0238,10.0
54.80,0.0314,10.0
54.90,-0.0163,10.0
55.00,-0.1081,10.0
55.10,-0.1289,10.0
55.20,0.0444,10.0
55.30,0.0578,10.0
55.40,-0.0036,10.0
55.50,0.0243,10.0
55.60,-0.0125,10.0
55.70,-0.0713,10.0
55.80,0.0738,10.0
55.90,-0.0434,10.0
56.00,0.0102,10.0
56.10,-0.0213,10.0
56.20,-0.0906,10.0
56.30,0.1748,10.0
56.40,0.0489,10.0
56.50,0.1294,10.0
56.60,-0.0093,10.0
56.70,0.0307,10.0
56.80,0.0524,10.0
56.90,0.0710,10.0
57.00,-0.1486,10.0
57.10,0.2076,10.0
57.20,-0.0900,10.0
57.30,-0.0880,10.0
57.40,-0.0323,10.0
57.50,-0.1014,10.0
57.60,-0.1146,10.0
57.70,-0.0345,10.0
57.80,-0.0254,10.0
57.90,0.1608,10.0
58.00,0.1061,10.0
58.10,-0.0215,10.0
58.20,0.1993,10.0
58.30,0.0220,10.0
58.40,0.0396,10.0
58.50,-0.0825,10.0
58.60,0.2020,10.0
58.70,0.0571,10.0
58.80,0.0645,10.0
58.90,0.2439,10.0
59.00,0.0684,10.0
59.10,0.1393,10.0
59.20,0.0339,10.0
59.30,-0.0379,10.0
59.40,0.0012,10.0
59.50,-0.0931,10.0
59.60,0.0782,10.0
59.70,-0.0254,10.0
59.80,-0.0031,10.0
59.90,-0.0371,10.0
60.00,0.0066,10.0
60.10,0.0713,10.0
60.20,-0.1601,10.0
60.30,-0.0381,10.0
60.40,-0.0122,10.0
60.50,-0.0986,10.0
60.60,0.0974,10.0
60.70,0.0390,10.0
60.80,0.0259,10.0
60.90,-0.1973,10.0
61.00,0.1564,10.0
61.10,-0.1015,10.0
61.20,0.1218,10.0
61.30,-0.0171,10.0
61.40,-0.0624,10.0
61.50,0.0501,10.0
61.60,0.0235,10.0
61.70,0.1203,10.0
61.80,0.0556,10.0
61.90,-0.0734,10.0
62.00,0.0761,10.0
62.10,0.0882,10.0
62.20,0.0906,10.0
62.30,-0.0977,10.0
62.40,-0.1789,10.0
62.50,0.0518,10.0
62.60,0.0165,10.0
62.70,0.1797,10.0
62.80,0.0726,10.0
62.90,-0.0961,10.0
63.00,-0.1917,10.0
63.10,0.1827,10.0
63.20,0.0141,10.0
63.30,0.0240,10.0
63.40,-0.1997,10.0
63.50,-0.1289,10.0
63.60,0.0194,10.0
63.70,0.0404,10.0
63.80,0.0799,10.0
63.90,-0.0491,10.0
64.00,-0.0468,10.0
64.10,0.1498,10.0
64.20,-0.1198,10.0
64.30,-0.0052,10.0
64.40,-0.0451,10.0
64.50,-0.1885,10.0
64.60,0.2054,10.0
64.70,0.0264,10.0
64.80,0.1045,10.0
64.90,-0.1130,10.0
65.00,-0.0437,10.0
65.10,0.0492,10.0
65.20,0.1209,10.0
65.30,0.0104,10.0
65.40,-0.0323,10.0
65.50,0.0025,10.0
65.60,-0.0234,10.0
65.70,0.1714,10.0
65.80,0.0627,10.0
65.90,-0.0755,10.0
66.00,0.0795,10.0
66.10,0.2263,10.0
66.20,0.0790,10.0
66.30,-0.0125,10.0
66.40,-0.0089,10.0
66.50,0.1194,10.0
66.60,-0.0159,10.0
66.70,-0.0473,10.0
66.80,-0.1006,10.0
66.90,0.0275,10.0
67.00,0.0518,10.0
67.10,0.0403,10.0
67.20,0.0000,10.0
67.30,0.0480,10.0
67.40,-0.0746,10.0
67.50,0.0791,10.0
67.60,0.0861,10.0
67.70,-0.0301,10.0
67.80,-0.0152,10.0
67.90,0.0276,10.0
68.00,0.0399,10.0
68.10,-0.0204,10.0
68.20,-0.0461,10.0
68.30,0.1763,10.0
68.40,-0.1743,10.0
68.50,0.1373,10.0
68.60,-0.2123,10.0
68.70,-0.0874,10.0
68.80,0.0373,10.0
68.90,0.0148,10.0
69.00,-0.0163,10.0
69.10,0.0099,10.0
69.20,-0.0194,10.0
69.30,0.0614,10.0
69.40,-0.4015,10.0
69.50,0.2165,10.0
69.60,0.0788,10.0
69.70,-0.1969,10.0
69.80,-0.1318,10.0
69.90,-0.1407,10.0
70.00,0.0391,10.0
70.10,0.2680,10.0
70.20,0.0719,10.0
70.30,0.0627,10.0
70.40,-0.0622,10.0
70.50,0.0470,10.0
70.60,0.0478,10.0
70.70,0.0312,10.0
70.80,-0.1049,10.0
70.90,0.0308,10.0
71.00,0.0416,10.0
71.10,-0.0192,10.0
71.20,0.0220,10.0
71.30,0.1380,10.0
71.40,-0.0157,10.0
71.50,-0.0917,10.0
71.60,-0.0885,10.0
71.70,-0.1861,10.0
71.80,0.1044,10.0
71.90,-0.1132,10.0
72.00,0.0284,10.0
72.10,-0.0308,10.0
72.20,-0.0656,10.0
72.30,-0.0877,10.0
72.40,0.0578,10.0
72.50,0.0755,10.0
72.60,-0.0638,10.0
72.70,-0.0244,10.0
72.80,0.1873,10.0
72.90,-0.0653,10.0
73.00,-0.0466,10.0
73.10,0.2376,10.0
73.20,0.0649,10.0
73.30,-0.0845,10.0
73.40,0.2255,10.0
73.50,-0.0260,10.0
73.60,0.0593,10.0
73.70,0.0196,10.0
73.80,0.0639,10.0
73.90,0.1115,10.0
74.00,0.1106,10.0
74.10,-0.1737,10.0
74.20,0.1816,10.0
74.30,-0.0280,10.0
74.40,-0.0499,10.0
74.50,0.1515,10.0
74.60,0.1203,10.0
74.70,0.0471,10.0
74.80,-0.1481,10.0
74.90,0.0221,10.0
75.00,-0.0384,10.0
75.10,0.0845,10.0
75.20,-0.0552,10.0
75.30,-0.0837,10.0
75.40,0.0364,10.0
75.50,0.0688,10.0
75.60,-0.0771,10.0
75.70,0.1662,10.0
75.80,-0.2015,10.0
75.90,-0.1595,10.0
76.00,-0.0817,10.0
76.10,0.0046,10.0
76.20,0.0950,10.0
76.30,0.1468,10.0
76.40,0.0481,10.0
76.50,0.0201,10.0
76.60,0.0316,10.0
76.70,0.0119,10.0
76.80,0.0618,10.0
76.90,0.0211,10.0
77.00,-0.2559,10.0
77.10,0.0270,10.0
77.20,0.0084,10.0
77.30,-0.1002,10.0
77.40,-0.0520,10.0
77.50,0.0162,10.0
77.60,0.0998,10.0
77.70,-0.1398,10.0
77.80,0.0349,10.0
77.90,0.1250,10.0
78.00,-0.1832,10.0
78.10,0.0872,10.0
78.20,-0.0678,10.0
78.30,-0.1791,10.0
78.40,-0.1727,10.0
78.50,0.0915,10.0
78.60,0.0263,10.0
78.70,0.0410,10.0
78.80,-0.0517,10.0
78.90,-0.0806,10.0
79.00,0.0302,10.0
79.10,0.0596,10.0
79.20,-0.0204,10.0
79.30,-0.1672,10.0
79.40,0.1286,10.0
79.50,-0.0603,10.0
79.60,-0.0953,10.0
79.70,-0.0006,10.0
79.80,-0.0263,10.0
79.90,-0.0746,10.0
80.00,0.0269,10.0
80.10,-0.0440,10.0
80.20,-0.0418,10.0
80.30,0.0664,10.0
80.40,0.1795,10.0
80.50,0.0984,10.0
80.60,0.0795,10.0
80.70,-0.0244,10.0
80.80,0.1792,10.0
80.90,-0.0383,10.0
81.00,-0.1847,10.0
81.10,-0.0021,10.0
81.20,0.0529,10.0
81.30,-0.0189,10.0
81.40,0.1289,10.0
81.50,0.0630,10.0
81.60,-0.0328,10.0
81.70,0.1217,10.0
81.80,0.2600,10.0
81.90,-0.0591,10.0
82.00,0.0622,10.0
82.10,0.0019,10.0
82.20,0.0059,10.0
82.30,-0.0026,10.0
82.40,-0.0610,10.0
82.50,-0.1004,10.0
82.60,0.0484,10.0
82.70,0.0826,10.0
82.80,-0.0362,10.0
82.90,-0.1717,10.0
83.00,0.0774,10.0
83.10,0.0596,10.0
83.20,-0.0126,10.0
83.30,0.1732,10.0
83.40,-0.0087,10.0
83.50,0.1212,10.0
83.60,0.1038,10.0
83.70,0.0681,10.0
83.80,0.0722,10.0
83.90,0.1681,10.0
84.00,0.1769,10.0
84.10,0.0323,10.0
84.20,-0.0171,10.0
84.30,-0.0844,10.0
84.40,-0.0602,10.0
84.50,0.0933,10.0
84.60,-0.1237,10.0
84.70,0.0620,10.0
84.80,-0.0051,10.0
84.90,0.0535,10.0
85.00,-0.1106,10.0
85.10,-0.0003,10.0
85.20,-0.0230,10.0
85.30,-0.1991,10.0
85.40,-0.0214,10.0
85.50,-0.0043,10.0
85.60,0.1030,10.0
85.70,0.1131,10.0
85.80,0.0341,10.0
85.90,0.1038,10.0
86.00,0.0122,10.0
86.10,0.2502,10.0
86.20,-0.1064,10.0
86.30,0.1033,10.0
86.40,-0.0548,10.0
86.50,-0.0541,10.0
86.60,0.1575,10.0
86.70,-0.0379,10.0
86.80,0.0165,10.0
86.90,-0.1628,10.0
87.00,0.0828,10.0
87.10,0.0002,10.0
87.20,-0.0721,10.0
87.30,0.0877,10.0
87.40,0.0380,10.0
87.50,-0.0034,10.0
87.60,-0.0549,10.0
87.70,-0.1199,10.0
87.80,-0.0006,10.0
87.90,0.0295,10.0
88.00,-0.0733,10.0
88.10,-0.0415,10.0
88.20,0.0882,10.0
88.30,-0.0454,10.0
88.40,0.0069,10.0
88.50,0.1119,10.0
88.60,-0.0127,10.0
88.70,-0.1557,10.0
88.80,-0.0033,10.0
88.90,0.1264,10.0
89.00,-0.0308,10.0
89.10,-0.0320,10.0
89.20,0.0913,10.0
89.30,0.2139,10.0
89.40,0.0487,10.0
89.50,0.0768,10.0
89.60,0.0534,10.0
89.70,-0.0368,10.0
89.80,-0.0743,10.0
89.90,0.1234,10.0
90.00,0.1282,10.0
90.10,0.1298,10.0
90.20,0.1613,10.0
90.30,-0.1620,10.0
90.40,0.0470,10.0
90.50,-0.0644,10.0
90.60,-0.1136,10.0
90.70,-0.1090,10.0
90.80,-0.0248,10.0
90.90,0.1078,10.0
91.00,0.0678,10.0
91.10,0.0765,10.0
91.20,-0.0483,10.0
91.30,0.0092,10.0
91.40,0.1407,10.0
91.50,0.1279,10.0
91.60,0.0654,10.0
91.70,0.0212,10.0
91.80,0.1209,10.0
91.90,-0.1340,10.0
92.00,0.0957,10.0
92.10,-0.0072,10.0
92.20,0.2890,10.0
92.30,-0.1329,10.0
92.40,0.0480,10.0
92.50,0.0698,10.0
92.60,0.0901,10.0
92.70,-0.0843,10.0
92.80,-0.0476,10.0
92.90,0.0239,10.0
93.00,0.0757,10.0
93.10,0.1756,10.0
93.20,0.1099,10.0
93.30,0.0274,10.0
93.40,-0.0812,10.0
93.50,0.0811,10.0
93.60,-0.1043,10.0
93.70,0.0668,10.0
93.80,-0.1211,10.0
93.90,0.0757,10.0
94.00,-0.0603,10.0
94.10,0.1735,10.0
94.20,0.0006,10.0
94.30,0.0007,10.0
94.40,0.0685,10.0
94.50,-0.1216,10.0
94.60,0.1029,10.0
94.70,0.0988,10.0
94.80,-0.0038,10.0
94.90,0.0124,10.0
95.00,0.0131,10.0
95.10,0.1329,10.0
95.20,0.0120,10.0
95.30,-0.0861,10.0
95.40,0.0635,10.0
95.50,0.1434,10.0
95.60,0.1652,10.0
95.70,-0.1085,10.0
95.80,-0.0834,10.0
95.90,0.0239,10.0
96.00,0.0260,10.0
96.10,0.0254,10.0
96.20,-0.0322,10.0
96.30,-0.0065,10.0
96.40,0.0418,10.0
96.50,0.1655,10.0
96.60,-0.0020,10.0
96.70,-0.0328,10.0
96.80,0.1191,10.0
96.90,-0.0452,10.0
97.00,0.0242,10.0
97.10,-0.0010,10.0
97.20,-0.0830,10.0
97.30,0.0394,10.0
97.40,0.1051,10.0
97.50,0.0020,10.0
97.60,-0.0876,10.0
97.70,-0.1141,10.0
97.80,0.1224,10.0
97.90,-0.1153,10.0
98.00,0.0109,10.0
98.10,0.1601,10.0
98.20,0.1347,10.0
98.30,0.0737,10.0
98.40,0.2012,10.0
98.50,-0.0408,10.0
98.60,-0.0894,10.0
98.70,0.1491,10.0
98.80,-0.0808,10.0
98.90,-0.0202,10.0
99.00,-0.0918,10.0
99.10,0.0286,10.0
99.20,0.0163,10.0
99.30,0.0969,10.0
99.40,0.0853,10.0
99.50,0.1194,10.0
99.60,0.0823,10.0
99.70,0.1009,10.0
99.80,-0.0060,10.0
99.90,-0.1623,10.0
100.00,0.0009,10.0
100.10,0.0708,10.0
100.20,0.0204,10.0
100.30,0.0073,10.0
100.40,0.0080,10.0
100.50,-0.0120,10.0
100.60,0.0546,10.0
100.70,0.0049,10.0
100.80,0.0128,10.0
100.90,0.1126,10.0
101.00,-0.0135,10.0
101.10,-0.1156,10.0
101.20,0.0898,10.0
101.30,0.0228,10.0
101.40,0.1132,10.0
101.50,-0.0126,10.0
101.60,0.0052,10.0
101.70,-0.0130,10.0
101.80,0.0865,10.0
101.90,0.2242,10.0
102.00,-0.0364,10.0
102.10,-0.0985,10.0
102.20,0.0492,10.0
102.30,-0.0277,10.0
102.40,0.1314,10.0
102.50,0.1623,10.0
102.60,0.1416,10.0
102.70,-0.0592,10.0
102.80,0.0600,10.0
102.90,0.0322,10.0
103.00,0.0898,10.0
103.10,0.2747,10.0
103.20,-0.0442,10.0
103.30,0.0413,10.0
103.40,0.0513,10.0
103.50,0.2046,10.0
103.60,0.1302,10.0
103.70,-0.0009,10.0
103.80,0.0928,10.0
